"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Andreu Fontàs","SKC","2019","D","$1,050,000","$1,050,000","2019-09-13"
"","Sacha Kljestan","ORL","2018","M","$1,025,000","$1,100,000","2018-05-01"
"","Sacha Kljestan","ORL","2018","M","$1,025,000","$1,100,000","2018-09-15"
"","Sacha Kljestan","ORL","2019","M","$1,025,000","$1,100,000","2019-09-13"
"","Sacha Kljestan","ORL","2019","M","$1,025,000","$1,100,000","2019-06-01"
"","David Accam","CLB","2019","M","$1,010,004","$1,137,920","2019-06-01"
"","David Accam","CLB","2019","M","$1,010,004","$1,137,920","2019-09-13"
"","Marco Di Vaio","MTL","2013","F","$1,000,008","$1,937,508","2013-08-01"
"","Marco Di Vaio","MTL","2013","F","$1,000,008","$1,937,508","2013-09-15"
"","Marco Di Vaio","MTL","2013","F","$1,000,008","$1,937,508","2013-05-01"
"","Sebastián Blanco","POR","2017","M","$1,000,008","$1,075,008","2017-04-15"
"","Sebastián Blanco","POR","2017","M","$1,000,008","$1,075,008","2017-09-15"
"","Everton Luiz","RSL","2019","D","$1,000,000","$1,100,000","2019-09-13"
"","Diego Rossi","LAFC","2018","F","$1,000,000","$1,052,000","2018-05-01"
"","Diego Rossi","LAFC","2018","F","$1,000,000","$1,052,000","2018-09-15"
"","Diego Rossi","LAFC","2019","M","$1,000,000","$1,052,000","2019-09-13"
"","Omar González","LAG","2014","D","$1,000,000","$1,250,000","2014-04-01"
"","Omar González","LAG","2014","D","$1,000,000","$1,250,000","2014-09-15"
"","Liam Ridgewell","POR","2015","D","$1,000,000","$1,150,000","2015-09-15"
"","Everton Luiz","RSL","2019","D","$1,000,000","$1,100,000","2019-06-01"
"","Víctor Rodríguez","SEA","2019","M","$1,000,000","$1,087,500","2019-06-01"
"","Jørgen Skjelvik","LAG","2019","D","$1,000,000","$1,066,667","2019-06-01"
"","Diego Rossi","LAFC","2019","M","$1,000,000","$1,052,000","2019-06-01"
"","Kevin Doyle","COL","2017","F","$1,000,000","$1,045,000","2017-04-15"
"","Kevin Doyle","COL","2017","F","$1,000,000","$1,045,000","2017-09-15"
"","Kei Kamara","NER","2016","F","$1,000,000","$1,000,000","2016-09-15"
"","Kei Kamara","VAN","2018","F","$1,000,000","$1,000,000","2018-05-01"
"","Kei Kamara","VAN","2018","F","$1,000,000","$1,000,000","2018-09-15"
"","Liam Ridgewell","POR","2015","D","$1,000,000","$1,000,000","2015-07-15"
"","Kei Kamara","NER","2016","F","$1,000,000","$1,000,000","2016-05-15"
"","Víctor Rodríguez","SEA","2017","M","$1,000,000","$1,087,500","2017-09-15"
"","Víctor Rodríguez","SEA","2018","M","$1,000,000","$1,087,500","2018-05-01"
"","Víctor Rodríguez","SEA","2018","M","$1,000,000","$1,087,500","2018-09-15"
"","Víctor Rodríguez","SEA","2019","M","$1,000,000","$1,087,500","2019-09-13"
"","Jørgen Skjelvik","LAG","2019","D","$1,000,000","$1,066,667","2019-09-13"
"","Zoltán Stieber","DCU","2018","M","$1,000,000","$1,000,000","2018-05-01"
"","Zoltán Stieber","DCU","2018","M","$1,000,000","$1,000,000","2018-09-15"
"","Andreu Fontàs","SKC","2018","D","$1,000,000","$1,000,000","2018-09-15"
"","Alfredo Ortuño","RSL","2018","F","$990,000","$1,162,500","2018-05-01"
"","Innocent Emeghara","SJE","2016","F","$988,000","$1,300,000","2016-09-15"
"","Innocent Emeghara","SJE","2015","F","$988,000","$1,300,000","2015-09-15"
"","Innocent Emeghara","SJE","2016","F","$988,000","$1,300,000","2016-05-15"
"","Innocent Emeghara","SJE","2015","F","$988,000","$1,040,000","2015-07-15"
"","Damir Kreilach","RSL","2019","M","$968,769","$1,082,102","2019-06-01"
"","Damir Kreilach","RSL","2019","M","$968,769","$1,082,102","2019-09-13"
"","Nélson Haedo Valdez","SEA","2015","F","$960,000","$1,215,000","2015-09-15"
"","Mauricio Pereyra","ORL","2019","M","$960,000","$1,078,000","2019-09-13"
"","Krisztián Németh","SKC","2019","F","$950,000","$1,063,667","2019-09-13"
"","Krisztián Németh","SKC","2019","F","$950,000","$1,063,667","2019-06-01"
"","Kenny Miller","VAN","2014","F","$930,000","$940,000","2014-04-01"
"","Josef Martínez","ATL","2017","F","$924,000","$1,041,310","2017-04-15"
"","Josef Martínez","ATL","2017","F","$924,000","$1,041,310","2017-09-15"
"","Omar González","TOR","2019","D","$918,000","$1,193,936","2019-09-13"
"","Lamine Sané","ORL","2019","D","$902,500","$950,000","2019-06-01"
"","Lamine Sané","ORL","2019","D","$902,500","$950,000","2019-09-13"
"","Maximiliano Urruti","MTL","2019","F","$900,000","$1,071,000","2019-06-01"
"","Maximiliano Urruti","MTL","2019","F","$900,000","$1,071,000","2019-09-13"
"","Damir Kreilach","RSL","2018","M","$900,000","$1,013,333","2018-05-01"
"","Damir Kreilach","RSL","2018","M","$900,000","$1,013,333","2018-09-15"
"","Krisztián Németh","NER","2018","F","$900,000","$1,007,667","2018-05-01"
"","Krisztián Németh","SKC","2018","F","$900,000","$1,007,667","2018-09-15"
"","Jørgen Skjelvik","LAG","2018","D","$900,000","$1,000,000","2018-05-01"
"","Jørgen Skjelvik","LAG","2018","D","$900,000","$1,000,000","2018-09-15"
"","Osvaldo Alonso","SEA","2016","M","$900,000","$941,667","2016-09-15"
"","Osvaldo Alonso","SEA","2016","M","$900,000","$941,667","2016-05-15"
"","Roger Espinoza","SKC","2018","M","$900,000","$900,000","2018-05-01"
"","Roger Espinoza","SKC","2018","M","$900,000","$900,000","2018-09-15"
"","Ilie Sánchez","SKC","2019","D","$900,000","$900,000","2019-06-01"
"","Pity Martínez","ATL","2019","M","$900,000","$900,000","2019-06-01"
"","Ilie Sánchez","SKC","2019","D","$900,000","$900,000","2019-09-13"
"","Pity Martínez","ATL","2019","M","$900,000","$900,000","2019-09-13"
"","Octavio Rivero","VAN","2015","F","$890,850","$890,850","2015-07-15"
"","Octavio Rivero","VAN","2015","F","$890,850","$890,850","2015-09-15"
"","Octavio Rivero","VAN","2016","F","$890,850","$890,850","2016-05-15"
"","Carlos Gruezo","FCD","2019","D","$890,000","$1,025,750","2019-06-01"
"","Marc Rzatkowski","NYRB","2018","M","$885,000","$976,167","2018-05-01"
"","Marc Rzatkowski","NYRB","2018","M","$885,000","$976,167","2018-09-15"
"","Michael Mancienne","NER","2019","D","$881,676","$995,676","2019-06-01"
"","Michael Mancienne","NER","2019","D","$881,676","$995,676","2019-09-13"
"","Mauro Díaz","FCD","2018","M","$853,000","$949,890","2018-05-01"
"","Albert Rusnák","RSL","2018","M","$850,008","$925,821","2018-09-15"
"","Albert Rusnák","RSL","2018","M","$850,008","$907,821","2018-05-01"
"","Alexander Ring","NYC","2019","M","$850,000","$945,000","2019-06-01"
"","Adama Diomande","LAFC","2019","F","$850,000","$935,000","2019-06-01"
"","Roger Espinoza","SKC","2017","M","$850,000","$850,000","2017-04-15"
"","Roger Espinoza","SKC","2017","M","$850,000","$850,000","2017-09-15"
"","Alexander Ring","NYC","2019","M","$850,000","$945,000","2019-09-13"
"","Adama Diomande","LAFC","2018","F","$850,000","$935,000","2018-05-01"
"","Adama Diomande","LAFC","2018","F","$850,000","$935,000","2018-09-15"
"","Adama Diomande","LAFC","2019","F","$850,000","$935,000","2019-09-13"
"","Robin Lod","MIN","2019","M","$849,996","$952,496","2019-09-13"
"","Xavier Kouassi","NER","2016","M","$840,000","$890,542","2016-09-15"
"","Xavier Kouassi","NER","2017","M","$840,000","$890,542","2017-04-15"
"","Xavier Kouassi","NER","2016","M","$840,000","$890,542","2016-05-15"
"","Xavier Kouassi","NER","2017","M","$840,000","$890,542","2017-09-15"
"","Lucas Melano","POR","2018","F","$840,000","$840,000","2018-09-15"
"","Lucas Melano","POR","2018","F","$830,000","$1,050,000","2018-05-01"
"","Ola Kamara","LAG","2018","F","$825,000","$925,000","2018-05-01"
"","Ola Kamara","LAG","2018","F","$825,000","$925,000","2018-09-15"
"","Albert Rusnák","RSL","2017","M","$825,000","$882,813","2017-04-15"
"","Albert Rusnák","RSL","2017","M","$825,000","$882,813","2017-09-15"
"","Reto Ziegler","FCD","2019","D","$820,000","$870,000","2019-09-13"
"","Reto Ziegler","FCD","2019","D","$820,000","$870,000","2019-06-01"
"","Pedro Santos","CLB","2019","M","$817,560","$864,560","2019-06-01"
"","Pedro Santos","CLB","2019","M","$817,560","$864,560","2019-09-13"
"","Lamine Sané","ORL","2018","D","$807,500","$855,000","2018-05-01"
"","Lamine Sané","ORL","2018","D","$807,500","$855,000","2018-09-15"
"","Alejandro Silva","MTL","2018","M","$800,040","$800,040","2018-05-01"
"","Alejandro Silva","MTL","2018","M","$800,040","$800,040","2018-09-15"
"","Jonathan Mensah","CLB","2019","D","$800,004","$894,004","2019-06-01"
"","Jonathan Mensah","CLB","2019","D","$800,004","$894,004","2019-09-13"
"","Stefan Aigner","COL","2018","M","$800,000","$845,885","2018-05-01"
"","Gregory van der Wiel","TOR","2018","D","$800,000","$835,000","2018-05-01"
"","Gregory van der Wiel","TOR","2018","D","$800,000","$835,000","2018-09-15"
"","Saphir Taïder","MTL","2018","M","$800,000","$800,000","2018-05-01"
"","Saphir Taïder","MTL","2018","M","$800,000","$800,000","2018-09-15"
"","Chris Wondolowski","SJE","2019","F","$800,000","$800,000","2019-09-13"
"","Roger Espinoza","SKC","2019","M","$800,000","$800,000","2019-09-13"
"","Kennedy Igboananike","DCU","2016","F","$800,000","$901,667","2016-09-15"
"","Kennedy Igboananike","CHI","2015","F","$800,000","$901,667","2015-07-15"
"","Kennedy Igboananike","CHI","2015","F","$800,000","$901,667","2015-09-15"
"","Kennedy Igboananike","CHI","2016","F","$800,000","$901,667","2016-05-15"
"","Antonio Nocerino","ORL","2017","M","$800,000","$850,000","2017-04-15"
"","Antonio Nocerino","ORL","2017","M","$800,000","$850,000","2017-09-15"
"","Roger Espinoza","SKC","2016","M","$800,000","$800,000","2016-09-15"
"","Simon Dawkins","SJE","2016","M","$800,000","$800,000","2016-09-15"
"","Kei Kamara","NER","2017","F","$800,000","$800,000","2017-04-15"
"","Chris Wondolowski","SJE","2017","F","$800,000","$800,000","2017-04-15"
"","Simon Dawkins","SJE","2017","M","$800,000","$800,000","2017-04-15"
"","Kei Kamara","NER","2017","F","$800,000","$800,000","2017-09-15"
"","Chris Wondolowski","SJE","2017","F","$800,000","$800,000","2017-09-15"
"","Simon Dawkins","SJE","2017","M","$800,000","$800,000","2017-09-15"
"","Chris Wondolowski","SJE","2018","F","$800,000","$800,000","2018-05-01"
"","Chris Wondolowski","SJE","2018","F","$800,000","$800,000","2018-09-15"
"","Chris Wondolowski","SJE","2019","F","$800,000","$800,000","2019-06-01"
"","Roger Espinoza","SKC","2019","M","$800,000","$800,000","2019-06-01"
"","Roger Espinoza","SKC","2016","M","$800,000","$800,000","2016-05-15"
"","Simon Dawkins","SJE","2016","M","$800,000","$800,000","2016-05-15"
"","Alejandro Romero Gamarra","NYRB","2019","M","$800,000","$800,000","2019-06-01"
"","Alejandro Romero Gamarra","NYRB","2019","M","$800,000","$800,000","2019-09-13"
"","Lucas Melano","POR","2015","F","$799,992","$799,992","2015-09-15"
"","Lucas Melano","POR","2017","F","$790,000","$1,010,000","2017-04-15"
"","Lucas Melano","POR","2017","F","$790,000","$1,010,000","2017-09-15"
"","Zoltán Stieber","DCU","2019","M","$787,500","$787,500","2019-06-01"
"","Héber","NYC","2019","F","$785,000","$788,750","2019-09-13"
"","Héber","NYC","2019","F","$785,000","$788,750","2019-06-01"
"","Mauro Díaz","FCD","2017","M","$784,000","$880,890","2017-04-15"
"","Mauro Díaz","FCD","2017","M","$784,000","$880,890","2017-09-15"
"","Claude Dielna","NER","2017","D","$780,000","$909,861","2017-09-15"
"","Claude Dielna","NER","2018","D","$780,000","$909,861","2018-05-01"
"","Claude Dielna","NER","2018","D","$780,000","$909,861","2018-09-15"
"","Leandro González Pirez","ATL","2019","D","$775,008","$810,008","2019-06-01"
"","Leandro González Pirez","ATL","2019","D","$775,008","$810,008","2019-09-13"
"","Marcelo","CHI","2019","D","$775,000","$797,500","2019-06-01"
"","Yannick Boli","COL","2018","F","$775,000","$907,500","2018-05-01"
"","Yannick Boli","COL","2018","F","$775,000","$907,500","2018-09-15"
"","Marcelo","CHI","2019","D","$775,000","$797,500","2019-09-13"
"","Jonathan Mensah","CLB","2018","D","$774,996","$868,996","2018-05-01"
"","Jonathan Mensah","CLB","2018","D","$774,996","$868,996","2018-09-15"
"","Mix Diskerud","NYC","2017","M","$772,669","$772,669","2017-04-15"
"","Mix Diskerud","NYC","2017","M","$772,669","$772,669","2017-09-15"
"","Aaron Long","NYRB","2019","D","$770,000","$800,000","2019-09-13"
"","Aaron Long","NYRB","2019","D","$770,000","$800,000","2019-06-01"
"","Fredy Montero","VAN","2019","F","$768,000","$968,000","2019-06-01"
"","Fredy Montero","VAN","2019","F","$768,000","$968,000","2019-09-13"
"","Egidio Arévalo Ríos","CHI","2013","M","$768,000","$768,000","2013-09-15"
"","Mix Diskerud","NYC","2016","M","$761,250","$761,250","2016-09-15"
"","Mix Diskerud","NYC","2016","M","$761,250","$761,250","2016-05-15"
"","Lucas Melano","POR","2016","F","$760,000","$980,000","2016-09-15"
"","Lucas Melano","POR","2016","F","$760,000","$760,000","2016-05-15"
"","Jan Gregus","MIN","2019","M","$750,000","$883,500","2019-06-01"
"","Jan Gregus","MIN","2019","M","$750,000","$883,500","2019-09-13"
"","Jesús Medina","NYC","2019","M","$750,000","$870,833","2019-09-13"
"","Jesús Medina","NYC","2019","M","$750,000","$870,833","2019-06-01"
"","Jonathan Mensah","CLB","2017","D","$750,000","$844,000","2017-04-15"
"","Jonathan Mensah","CLB","2017","D","$750,000","$844,000","2017-09-15"
"","Kyle Beckerman","RSL","2017","M","$750,000","$825,000","2017-04-15"
"","Kyle Beckerman","RSL","2017","M","$750,000","$825,000","2017-09-15"
"","David Accam","CHI","2017","F","$750,000","$820,938","2017-04-15"
"","David Accam","CHI","2017","F","$750,000","$820,938","2017-09-15"
"","Maurice Edu","PHI","2017","M","$750,000","$818,750","2017-04-15"
"","Maurice Edu","PHI","2017","M","$750,000","$818,750","2017-09-15"
"","DaMarcus Beasley","HOU","2016","D","$750,000","$813,333","2016-09-15"
"","DaMarcus Beasley","HOU","2015","D","$750,000","$813,333","2015-07-15"
"","DaMarcus Beasley","HOU","2015","D","$750,000","$813,333","2015-09-15"
"","DaMarcus Beasley","HOU","2016","D","$750,000","$813,333","2016-05-15"
"","Roland Lamah","CIN","2019","M","$750,000","$806,250","2019-06-01"
"","Roland Lamah","CIN","2019","M","$750,000","$806,250","2019-09-13"
"","Reto Ziegler","FCD","2018","D","$750,000","$800,000","2018-05-01"
"","Reto Ziegler","FCD","2018","D","$750,000","$800,000","2018-09-15"
"","Larrys Mabiala","POR","2018","D","$750,000","$793,333","2018-05-01"
"","Larrys Mabiala","POR","2018","D","$750,000","$793,333","2018-09-15"
"","Larrys Mabiala","POR","2019","D","$750,000","$793,333","2019-09-13"
"","Larrys Mabiala","POR","2019","D","$750,000","$793,333","2019-06-01"
"","Matt Besler","SKC","2018","D","$750,000","$783,250","2018-05-01"
"","Matt Besler","SKC","2018","D","$750,000","$783,250","2018-09-15"
"","Graham Zusi","SKC","2018","D","$750,000","$782,102","2018-05-01"
"","Graham Zusi","SKC","2018","D","$750,000","$782,102","2018-09-15"
"","DaMarcus Beasley","HOU","2014","D","$750,000","$779,167","2014-09-15"
"","Kendall Waston","CIN","2019","D","$750,000","$776,667","2019-09-13"
"","Jonathan Osorio","TOR","2019","M","$750,000","$776,250","2019-06-01"
"","Jonathan Osorio","TOR","2019","M","$750,000","$776,250","2019-09-13"
"","Blerim Dzemaili","MTL","2017","M","$750,000","$750,000","2017-09-15"
"","Kei Kamara","COL","2019","F","$750,000","$750,000","2019-06-01"
"","Roger Espinoza","SKC","2015","M","$750,000","$750,000","2015-07-15"
"","Mix Diskerud","NYC","2015","M","$750,000","$750,000","2015-07-15"
"","Roger Espinoza","SKC","2015","M","$750,000","$750,000","2015-09-15"
"","Mix Diskerud","NYC","2015","M","$750,000","$750,000","2015-09-15"
"","Kei Kamara","COL","2019","F","$750,000","$750,000","2019-09-13"
"","Osvaldo Alonso","SEA","2015","M","$748,000","$789,667","2015-07-15"
"","Osvaldo Alonso","SEA","2015","M","$748,000","$789,667","2015-09-15"
"","Pedro Santos","CLB","2018","M","$747,600","$794,600","2018-05-01"
"","Pedro Santos","CLB","2018","M","$747,600","$794,600","2018-09-15"
"","Tim Parker","NYRB","2019","D","$738,200","$752,200","2019-09-13"
"","Tim Parker","NYRB","2019","D","$738,200","$752,200","2019-06-01"
"","Joao Plata","RSL","2019","M","$725,004","$856,254","2019-06-01"
"","Joao Plata","RSL","2019","M","$725,004","$856,254","2019-09-13"
"","Marcelo Silva","RSL","2019","D","$725,004","$776,629","2019-06-01"
"","Marcelo Silva","RSL","2019","D","$725,004","$776,629","2019-09-13"
"","Matías Laba","VAN","2017","M","$725,000","$885,500","2017-04-15"
"","Matías Laba","VAN","2017","M","$725,000","$885,500","2017-09-15"
"","Maurice Edu","PHI","2016","M","$725,000","$793,750","2016-09-15"
"","Maurice Edu","PHI","2016","M","$725,000","$793,750","2016-05-15"
"","Giles Barnes","ORL","2017","F","$725,000","$781,250","2017-04-15"
"","Giles Barnes","ORL","2017","F","$725,000","$781,250","2017-09-15"
"","Matt Besler","SKC","2017","D","$725,000","$758,250","2017-04-15"
"","Matt Besler","SKC","2017","D","$725,000","$758,250","2017-09-15"
"","Graham Zusi","SKC","2017","M","$725,000","$757,102","2017-04-15"
"","Graham Zusi","SKC","2017","M","$725,000","$757,102","2017-09-15"
"","Héctor Villalba","ATL","2019","M","$722,500","$830,250","2019-06-01"
"","Héctor Villalba","ATL","2019","M","$722,500","$830,250","2019-09-13"
"","Juan Manuel Martínez","RSL","2015","F","$710,000","$1,108,667","2015-09-15"
"","Alejandro Romero Gamarra","NYRB","2018","M","$709,091","$709,091","2018-05-01"
"","Alejandro Romero Gamarra","NYRB","2018","M","$709,091","$709,091","2018-09-15"
"","Yohan Croizet","SKC","2019","M","$700,008","$730,008","2019-06-01"
"","Juninho Pereira","CHI","2017","M","$700,008","$716,675","2017-04-15"
"","Juninho Pereira","CHI","2017","M","$700,008","$716,675","2017-09-15"
"","Brian Rodríguez","LAFC","2019","F","$700,000","$1,039,800","2019-09-13"
"","Maximiliano Urruti","FCD","2018","F","$700,000","$781,000","2018-05-01"
"","Maximiliano Urruti","FCD","2018","F","$700,000","$781,000","2018-09-15"
"","Rudy Camacho","MTL","2019","D","$700,000","$749,153","2019-09-13"
"","Matteo Mancosu","MTL","2017","F","$700,000","$719,542","2017-04-15"
"","Matteo Mancosu","MTL","2018","F","$700,000","$719,542","2018-05-01"
"","Matteo Mancosu","MTL","2018","F","$700,000","$719,542","2018-09-15"
"","Matteo Mancosu","MTL","2017","F","$700,000","$719,542","2017-09-15"
"","Dax McCarty","CHI","2018","M","$700,000","$712,500","2018-05-01"
"","Dax McCarty","CHI","2018","M","$700,000","$712,500","2018-09-15"
"","Dax McCarty","CHI","2019","M","$700,000","$700,000","2019-09-13"
"","Fredy Montero","SEA","2013","F","$700,000","$856,000","2013-08-01"
"","Fredy Montero","SEA","2013","F","$700,000","$856,000","2013-09-15"
"","Fredy Montero","SEA","2013","F","$700,000","$856,000","2013-05-01"
"","David Accam","CHI","2016","F","$700,000","$770,938","2016-09-15"
"","David Accam","CHI","2016","F","$700,000","$770,938","2016-05-15"
"","Daniel Royer","NYRB","2019","M","$700,000","$768,750","2019-06-01"
"","Maurice Edu","PHI","2015","M","$700,000","$768,750","2015-07-15"
"","Maurice Edu","PHI","2015","M","$700,000","$768,750","2015-09-15"
"","Giles Barnes","VAN","2016","F","$700,000","$756,250","2016-09-15"
"","Giles Barnes","HOU","2016","F","$700,000","$756,250","2016-05-15"
"","Rudy Camacho","MTL","2019","D","$700,000","$749,153","2019-06-01"
"","Brek Shea","VAN","2018","D","$700,000","$745,000","2018-05-01"
"","Brek Shea","VAN","2018","D","$700,000","$745,000","2018-09-15"
"","Matt Besler","SKC","2016","D","$700,000","$733,250","2016-09-15"
"","Matt Besler","SKC","2016","D","$700,000","$733,250","2016-05-15"
"","Graham Zusi","SKC","2016","M","$700,000","$732,102","2016-09-15"
"","Graham Zusi","SKC","2016","F","$700,000","$732,102","2016-05-15"
"","Liam Ridgewell","POR","2018","D","$700,000","$700,000","2018-05-01"
"","Liam Ridgewell","POR","2018","D","$700,000","$700,000","2018-09-15"
"","Dax McCarty","CHI","2019","M","$700,000","$700,000","2019-06-01"
"","Lucas Melano","POR","2019","F","$700,000","$700,000","2019-06-01"
"","Daniel Royer","NYRB","2019","M","$700,000","$768,750","2019-09-13"
"","Johnny Russell","SKC","2018","M","$700,000","$700,000","2018-05-01"
"","Josh Sims","NYRB","2019","M","$695,968","$710,468","2019-09-13"
